season,week,day,status,team1,team1_id,team1_score,team2,team2_id,team2_score,winning_team,stadium,city_state,game_id
2024-25,Week 6 (Nov 25 - Dec 1),11-27-2024,Final,Sacramento Kings,1610612758,115.0,Minnesota Timberwolves,1610612750,104.0,Sacramento Kings,Target Center,"Minneapolis, MN",0022400294
2024-25,Week 6 (Nov 25 - Dec 1),11-27-2024,Final,Toronto Raptors,1610612761,119.0,New Orleans Pelicans,1610612740,93.0,Toronto Raptors,Smoothie King Center,"New Orleans, LA",0022400295
2024-25,Week 6 (Nov 25 - Dec 1),11-27-2024,Final,Los Angeles Lakers,1610612747,119.0,San Antonio Spurs,1610612759,101.0,Los Angeles Lakers,Frost Bank Center,"San Antonio, TX",0022400296
2024-25,Week 6 (Nov 25 - Dec 1),11-27-2024,Final,Brooklyn Nets,1610612751,127.0,Phoenix Suns,1610612756,117.0,Brooklyn Nets,Footprint Center,"Phoenix, AZ",0022400297
2024-25,Week 6 (Nov 25 - Dec 1),11-27-2024,Final,Denver Nuggets,1610612743,122.0,Utah Jazz,1610612762,103.0,Denver Nuggets,Delta Center,"Salt Lake City, UT",0022400298
2024-25,Week 6 (Nov 25 - Dec 1),11-27-2024,Final,Oklahoma City Thunder,1610612760,105.0,Golden State Warriors,1610612744,101.0,Oklahoma City Thunder,Chase Center,"San Francisco, CA",0022400299
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,New York Knicks,1610612752,99.0,Charlotte Hornets,1610612766,98.0,New York Knicks,Spectrum Center,"Charlotte, NC",0022400040
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Cleveland Cavaliers,1610612739,101.0,Atlanta Hawks,1610612737,117.0,Atlanta Hawks,State Farm Arena,"Atlanta, GA",0022400041
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,New Orleans Pelicans,1610612740,109.0,Memphis Grizzlies,1610612763,120.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400042
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Orlando Magic,1610612753,123.0,Brooklyn Nets,1610612751,100.0,Orlando Magic,Barclays Center,"Brooklyn, NY",0022400043
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,LA Clippers,1610612746,92.0,Minnesota Timberwolves,1610612750,93.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022400044
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Detroit Pistons,1610612765,130.0,Indiana Pacers,1610612754,106.0,Detroit Pistons,Gainbridge Fieldhouse,"Indianapolis, IN",0022400045
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Toronto Raptors,1610612761,111.0,Miami Heat,1610612748,121.0,Miami Heat,Kaseya Center,"Miami, FL",0022400046
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Boston Celtics,1610612738,138.0,Chicago Bulls,1610612741,129.0,Boston Celtics,United Center,"Chicago, IL",0022400047
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Oklahoma City Thunder,1610612760,101.0,Los Angeles Lakers,1610612747,93.0,Oklahoma City Thunder,Crypto.com Arena,"Los Angeles, CA",0022400048
2024-25,Week 6 (Nov 25 - Dec 1),11-29-2024,Final,Sacramento Kings,1610612758,106.0,Portland Trail Blazers,1610612757,115.0,Portland Trail Blazers,Moda Center,"Portland, OR",0022400049
2024-25,Week 6 (Nov 25 - Dec 1),11-30-2024,Final,Atlanta Hawks,1610612737,107.0,Charlotte Hornets,1610612766,104.0,Atlanta Hawks,Spectrum Center,"Charlotte, NC",0022400300
2024-25,Week 6 (Nov 25 - Dec 1),11-30-2024,Final,Philadelphia 76ers,1610612755,111.0,Detroit Pistons,1610612765,96.0,Philadelphia 76ers,Little Caesars Arena,"Detroit, MI",0022400301
2024-25,Week 6 (Nov 25 - Dec 1),11-30-2024,Final,Washington Wizards,1610612764,114.0,Milwaukee Bucks,1610612749,124.0,Milwaukee Bucks,Fiserv Forum,"Milwaukee, WI",0022400302
2024-25,Week 6 (Nov 25 - Dec 1),11-30-2024,Final,Golden State Warriors,1610612744,105.0,Phoenix Suns,1610612756,113.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400303
2024-25,Week 6 (Nov 25 - Dec 1),11-30-2024,Final,Dallas Mavericks,1610612742,106.0,Utah Jazz,1610612762,94.0,Dallas Mavericks,Delta Center,"Salt Lake City, UT",0022400304
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Orlando Magic,1610612753,100.0,Brooklyn Nets,1610612751,92.0,Orlando Magic,Barclays Center,"Brooklyn, NY",0022400305
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Indiana Pacers,1610612754,121.0,Memphis Grizzlies,1610612763,136.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400306
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Boston Celtics,1610612738,111.0,Cleveland Cavaliers,1610612739,115.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400307
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,New Orleans Pelicans,1610612740,85.0,New York Knicks,1610612752,118.0,New York Knicks,Madison Square Garden,"New York, NY",0022400308
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Miami Heat,1610612748,116.0,Toronto Raptors,1610612761,119.0,Toronto Raptors,Scotiabank Arena,"Toronto, ON",0022400309
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Oklahoma City Thunder,1610612760,116.0,Houston Rockets,1610612745,119.0,Houston Rockets,Toyota Center,"Houston, TX",0022400310
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Los Angeles Lakers,1610612747,105.0,Utah Jazz,1610612762,104.0,Los Angeles Lakers,Delta Center,"Salt Lake City, UT",0022400311
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Dallas Mavericks,1610612742,137.0,Portland Trail Blazers,1610612757,131.0,Dallas Mavericks,Moda Center,"Portland, OR",0022400312
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,San Antonio Spurs,1610612759,127.0,Sacramento Kings,1610612758,125.0,San Antonio Spurs,Golden 1 Center,"Sacramento, CA",0022400313
2024-25,Week 6 (Nov 25 - Dec 1),12-01-2024,Final,Denver Nuggets,1610612743,122.0,LA Clippers,1610612746,126.0,LA Clippers,Intuit Dome,"Inglewood, CA",0022400314
2024-25,Week 7 (Dec 2 - Dec 8),12-02-2024,Final,New Orleans Pelicans,1610612740,112.0,Atlanta Hawks,1610612737,124.0,Atlanta Hawks,State Farm Arena,"Atlanta, GA",0022400315
2024-25,Week 7 (Dec 2 - Dec 8),12-02-2024,Final,Miami Heat,1610612748,89.0,Boston Celtics,1610612738,108.0,Boston Celtics,TD Garden,"Boston, MA",0022400316
2024-25,Week 7 (Dec 2 - Dec 8),12-02-2024,Final,Brooklyn Nets,1610612751,102.0,Chicago Bulls,1610612741,128.0,Chicago Bulls,United Center,"Chicago, IL",0022400317
2024-25,Week 7 (Dec 2 - Dec 8),12-02-2024,Final,Los Angeles Lakers,1610612747,80.0,Minnesota Timberwolves,1610612750,109.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022400318
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Philadelphia 76ers,1610612755,110.0,Charlotte Hornets,1610612766,104.0,Philadelphia 76ers,Spectrum Center,"Charlotte, NC",0022400050
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Washington Wizards,1610612764,87.0,Cleveland Cavaliers,1610612739,118.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400051
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Milwaukee Bucks,1610612749,128.0,Detroit Pistons,1610612765,107.0,Milwaukee Bucks,Little Caesars Arena,"Detroit, MI",0022400052
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Orlando Magic,1610612753,106.0,New York Knicks,1610612752,121.0,New York Knicks,Madison Square Garden,"New York, NY",0022400053
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Indiana Pacers,1610612754,111.0,Toronto Raptors,1610612761,122.0,Toronto Raptors,Scotiabank Arena,"Toronto, ON",0022400054
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Utah Jazz,1610612762,106.0,Oklahoma City Thunder,1610612760,133.0,Oklahoma City Thunder,Paycom Center,"Oklahoma City, OK",0022400055
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Memphis Grizzlies,1610612763,116.0,Dallas Mavericks,1610612742,121.0,Dallas Mavericks,American Airlines Center,"Dallas, TX",0022400056
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,San Antonio Spurs,1610612759,93.0,Phoenix Suns,1610612756,104.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022400057
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Golden State Warriors,1610612744,115.0,Denver Nuggets,1610612743,119.0,Denver Nuggets,Ball Arena,"Denver, CO",0022400058
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Houston Rockets,1610612745,111.0,Sacramento Kings,1610612758,120.0,Sacramento Kings,Golden 1 Center,"Sacramento, CA",0022400059
2024-25,Week 7 (Dec 2 - Dec 8),12-03-2024,Final,Portland Trail Blazers,1610612757,105.0,LA Clippers,1610612746,127.0,LA Clippers,Intuit Dome,"Inglewood, CA",0022400060
2024-25,Week 7 (Dec 2 - Dec 8),12-04-2024,Final,Detroit Pistons,1610612765,120.0,Boston Celtics,1610612738,130.0,Boston Celtics,TD Garden,"Boston, MA",0022400319
2024-25,Week 7 (Dec 2 - Dec 8),12-04-2024,Final,Indiana Pacers,1610612754,90.0,Brooklyn Nets,1610612751,99.0,Brooklyn Nets,Barclays Center,"Brooklyn, NY",0022400320
2024-25,Week 7 (Dec 2 - Dec 8),12-04-2024,Final,Los Angeles Lakers,1610612747,93.0,Miami Heat,1610612748,134.0,Miami Heat,Kaseya Center,"Miami, FL",0022400321
2024-25,Week 7 (Dec 2 - Dec 8),12-04-2024,Final,Orlando Magic,1610612753,106.0,Philadelphia 76ers,1610612755,102.0,Orlando Magic,Wells Fargo Center,"Philadelphia, PA",0022400322
2024-25,Week 7 (Dec 2 - Dec 8),12-04-2024,Final,Atlanta Hawks,1610612737,119.0,Milwaukee Bucks,1610612749,104.0,Atlanta Hawks,Fiserv Forum,"Milwaukee, WI",0022400323
2024-25,Week 7 (Dec 2 - Dec 8),12-04-2024,Final,Minnesota Timberwolves,1610612750,108.0,LA Clippers,1610612746,80.0,Minnesota Timberwolves,Intuit Dome,"Inglewood, CA",0022400324
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Denver Nuggets,1610612743,114.0,Cleveland Cavaliers,1610612739,126.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400325
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Dallas Mavericks,1610612742,137.0,Washington Wizards,1610612764,101.0,Dallas Mavericks,Capital One Arena,"Washington, DC",0022400326
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Charlotte Hornets,1610612766,101.0,New York Knicks,1610612752,125.0,New York Knicks,Madison Square Garden,"New York, NY",0022400327
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Oklahoma City Thunder,1610612760,129.0,Toronto Raptors,1610612761,92.0,Oklahoma City Thunder,Scotiabank Arena,"Toronto, ON",0022400328
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Sacramento Kings,1610612758,110.0,Memphis Grizzlies,1610612763,115.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400329
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Phoenix Suns,1610612756,124.0,New Orleans Pelicans,1610612740,126.0,New Orleans Pelicans,Smoothie King Center,"New Orleans, LA",0022400330
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Chicago Bulls,1610612741,139.0,San Antonio Spurs,1610612759,124.0,Chicago Bulls,Frost Bank Center,"San Antonio, TX",0022400331
2024-25,Week 7 (Dec 2 - Dec 8),12-05-2024,Final,Houston Rockets,1610612745,93.0,Golden State Warriors,1610612744,99.0,Golden State Warriors,Chase Center,"San Francisco, CA",0022400332
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final,Orlando Magic,1610612753,94.0,Philadelphia 76ers,1610612755,102.0,Philadelphia 76ers,Wells Fargo Center,"Philadelphia, PA",0022400333
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final/OT,Los Angeles Lakers,1610612747,132.0,Atlanta Hawks,1610612737,134.0,Atlanta Hawks,State Farm Arena,"Atlanta, GA",0022400334
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final,Milwaukee Bucks,1610612749,105.0,Boston Celtics,1610612738,111.0,Boston Celtics,TD Garden,"Boston, MA",0022400335
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final,Indiana Pacers,1610612754,132.0,Chicago Bulls,1610612741,123.0,Indiana Pacers,United Center,"Chicago, IL",0022400336
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final,Sacramento Kings,1610612758,140.0,San Antonio Spurs,1610612759,113.0,Sacramento Kings,Frost Bank Center,"San Antonio, TX",0022400337
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final,Minnesota Timberwolves,1610612750,107.0,Golden State Warriors,1610612744,90.0,Minnesota Timberwolves,Chase Center,"San Francisco, CA",0022400338
2024-25,Week 7 (Dec 2 - Dec 8),12-06-2024,Final,Utah Jazz,1610612762,141.0,Portland Trail Blazers,1610612757,99.0,Utah Jazz,Moda Center,"Portland, OR",0022400339
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Cleveland Cavaliers,1610612739,116.0,Charlotte Hornets,1610612766,102.0,Cleveland Cavaliers,Spectrum Center,"Charlotte, NC",0022400340
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Denver Nuggets,1610612743,113.0,Washington Wizards,1610612764,122.0,Washington Wizards,Capital One Arena,"Washington, DC",0022400341
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Oklahoma City Thunder,1610612760,119.0,New Orleans Pelicans,1610612740,109.0,Oklahoma City Thunder,Smoothie King Center,"New Orleans, LA",0022400342
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Detroit Pistons,1610612765,120.0,New York Knicks,1610612752,111.0,Detroit Pistons,Madison Square Garden,"New York, NY",0022400343
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Dallas Mavericks,1610612742,125.0,Toronto Raptors,1610612761,118.0,Dallas Mavericks,Scotiabank Arena,"Toronto, ON",0022400344
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Memphis Grizzlies,1610612763,127.0,Boston Celtics,1610612738,121.0,Memphis Grizzlies,TD Garden,"Boston, MA",0022400345
2024-25,Week 7 (Dec 2 - Dec 8),12-07-2024,Final,Phoenix Suns,1610612756,111.0,Miami Heat,1610612748,121.0,Miami Heat,Kaseya Center,"Miami, FL",0022400346
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Philadelphia 76ers,1610612755,108.0,Chicago Bulls,1610612741,100.0,Philadelphia 76ers,United Center,"Chicago, IL",0022400347
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Milwaukee Bucks,1610612749,118.0,Brooklyn Nets,1610612751,113.0,Milwaukee Bucks,Barclays Center,"Brooklyn, NY",0022400348
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Charlotte Hornets,1610612766,113.0,Indiana Pacers,1610612754,109.0,Charlotte Hornets,Gainbridge Fieldhouse,"Indianapolis, IN",0022400349
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Denver Nuggets,1610612743,141.0,Atlanta Hawks,1610612737,111.0,Denver Nuggets,State Farm Arena,"Atlanta, GA",0022400350
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Cleveland Cavaliers,1610612739,113.0,Miami Heat,1610612748,122.0,Miami Heat,Kaseya Center,"Miami, FL",0022400351
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Phoenix Suns,1610612756,110.0,Orlando Magic,1610612753,115.0,Orlando Magic,Kia Center,"Orlando, FL",0022400352
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Memphis Grizzlies,1610612763,140.0,Washington Wizards,1610612764,112.0,Memphis Grizzlies,Capital One Arena,"Washington, DC",0022400353
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,New Orleans Pelicans,1610612740,116.0,San Antonio Spurs,1610612759,121.0,San Antonio Spurs,Frost Bank Center,"San Antonio, TX",0022400354
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Minnesota Timberwolves,1610612750,106.0,Golden State Warriors,1610612744,114.0,Golden State Warriors,Chase Center,"San Francisco, CA",0022400355
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Houston Rockets,1610612745,117.0,LA Clippers,1610612746,106.0,Houston Rockets,Intuit Dome,"Inglewood, CA",0022400356
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Utah Jazz,1610612762,97.0,Sacramento Kings,1610612758,141.0,Sacramento Kings,Golden 1 Center,"Sacramento, CA",0022400357
2024-25,Week 7 (Dec 2 - Dec 8),12-08-2024,Final,Portland Trail Blazers,1610612757,98.0,Los Angeles Lakers,1610612747,107.0,Los Angeles Lakers,Crypto.com Arena,"Los Angeles, CA",0022400358
2024-25,Week 8 (Dec 9 - Dec 15),12-09-2024,Final,New York Knicks,1610612752,113.0,Toronto Raptors,1610612761,108.0,New York Knicks,Scotiabank Arena,"Toronto, ON",0022400359
2024-25,Week 8 (Dec 9 - Dec 15),12-10-2024,Final,Orlando Magic,1610612753,109.0,Milwaukee Bucks,1610612749,114.0,Milwaukee Bucks,Fiserv Forum,"Milwaukee, WI",0022401201
2024-25,Week 8 (Dec 9 - Dec 15),12-10-2024,Final,Dallas Mavericks,1610612742,104.0,Oklahoma City Thunder,1610612760,118.0,Oklahoma City Thunder,Paycom Center,"Oklahoma City, OK",0022401203
2024-25,Week 8 (Dec 9 - Dec 15),12-11-2024,Final,Atlanta Hawks,1610612737,108.0,New York Knicks,1610612752,100.0,Atlanta Hawks,Madison Square Garden,"New York, NY",0022401202
2024-25,Week 8 (Dec 9 - Dec 15),12-11-2024,Final,Golden State Warriors,1610612744,90.0,Houston Rockets,1610612745,91.0,Houston Rockets,Toyota Center,"Houston, TX",0022401204
2024-25,Week 8 (Dec 9 - Dec 15),12-12-2024,Final,Detroit Pistons,1610612765,99.0,Boston Celtics,1610612738,123.0,Boston Celtics,TD Garden,"Boston, MA",0022401205
2024-25,Week 8 (Dec 9 - Dec 15),12-12-2024,Final,Toronto Raptors,1610612761,104.0,Miami Heat,1610612748,114.0,Miami Heat,Kaseya Center,"Miami, FL",0022401206
2024-25,Week 8 (Dec 9 - Dec 15),12-12-2024,Final,Sacramento Kings,1610612758,111.0,New Orleans Pelicans,1610612740,109.0,Sacramento Kings,Smoothie King Center,"New Orleans, LA",0022401207
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,Washington Wizards,1610612764,105.0,Cleveland Cavaliers,1610612739,115.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022401208
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,Indiana Pacers,1610612754,121.0,Philadelphia 76ers,1610612755,107.0,Indiana Pacers,Wells Fargo Center,"Philadelphia, PA",0022401209
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,Los Angeles Lakers,1610612747,87.0,Minnesota Timberwolves,1610612750,97.0,Minnesota Timberwolves,Target Center,"Minneapolis, MN",0022401210
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,Brooklyn Nets,1610612751,119.0,Memphis Grizzlies,1610612763,135.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022401211
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,Charlotte Hornets,1610612766,95.0,Chicago Bulls,1610612741,109.0,Chicago Bulls,United Center,"Chicago, IL",0022401212
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,LA Clippers,1610612746,98.0,Denver Nuggets,1610612743,120.0,Denver Nuggets,Ball Arena,"Denver, CO",0022401213
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,Phoenix Suns,1610612756,134.0,Utah Jazz,1610612762,126.0,Phoenix Suns,Delta Center,"Salt Lake City, UT",0022401214
2024-25,Week 8 (Dec 9 - Dec 15),12-13-2024,Final,San Antonio Spurs,1610612759,118.0,Portland Trail Blazers,1610612757,116.0,San Antonio Spurs,Moda Center,"Portland, OR",0022401215
2024-25,Week 8 (Dec 9 - Dec 15),12-14-2024,Final,Atlanta Hawks,1610612737,102.0,Milwaukee Bucks,1610612749,110.0,Milwaukee Bucks,T-Mobile Arena,"Las Vegas, NV",0022401229
2024-25,Week 8 (Dec 9 - Dec 15),12-14-2024,Final,Houston Rockets,1610612745,96.0,Oklahoma City Thunder,1610612760,111.0,Oklahoma City Thunder,T-Mobile Arena,"Las Vegas, NV",0022401230
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,New Orleans Pelicans,1610612740,104.0,Indiana Pacers,1610612754,119.0,Indiana Pacers,Gainbridge Fieldhouse,"Indianapolis, IN",0022401216
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,Boston Celtics,1610612738,112.0,Washington Wizards,1610612764,98.0,Boston Celtics,Capital One Arena,"Washington, DC",0022401217
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,New York Knicks,1610612752,100.0,Orlando Magic,1610612753,91.0,New York Knicks,Kia Center,"Orlando, FL",0022401227
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,Minnesota Timberwolves,1610612750,106.0,San Antonio Spurs,1610612759,92.0,Minnesota Timberwolves,Frost Bank Center,"San Antonio, TX",0022401218
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,Portland Trail Blazers,1610612757,109.0,Phoenix Suns,1610612756,116.0,Phoenix Suns,Footprint Center,"Phoenix, AZ",0022401219
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,Dallas Mavericks,1610612742,143.0,Golden State Warriors,1610612744,133.0,Dallas Mavericks,Chase Center,"San Francisco, CA",0022401228
2024-25,Week 8 (Dec 9 - Dec 15),12-15-2024,Final,Memphis Grizzlies,1610612763,110.0,Los Angeles Lakers,1610612747,116.0,Los Angeles Lakers,Crypto.com Arena,"Los Angeles, CA",0022401220
2024-25,Week 9 (Dec 16 - Dec 22),12-16-2024,Final/OT,Miami Heat,1610612748,124.0,Detroit Pistons,1610612765,125.0,Detroit Pistons,Little Caesars Arena,"Detroit, MI",0022401221
2024-25,Week 9 (Dec 16 - Dec 22),12-16-2024,Final,Philadelphia 76ers,1610612755,121.0,Charlotte Hornets,1610612766,108.0,Philadelphia 76ers,Spectrum Center,"Charlotte, NC",0022401222
2024-25,Week 9 (Dec 16 - Dec 22),12-16-2024,Final,Chicago Bulls,1610612741,122.0,Toronto Raptors,1610612761,121.0,Chicago Bulls,Scotiabank Arena,"Toronto, ON",0022401223
2024-25,Week 9 (Dec 16 - Dec 22),12-16-2024,Final,Cleveland Cavaliers,1610612739,130.0,Brooklyn Nets,1610612751,101.0,Cleveland Cavaliers,Barclays Center,"Brooklyn, NY",0022401224
2024-25,Week 9 (Dec 16 - Dec 22),12-16-2024,Final,Denver Nuggets,1610612743,130.0,Sacramento Kings,1610612758,129.0,Denver Nuggets,Golden 1 Center,"Sacramento, CA",0022401225
2024-25,Week 9 (Dec 16 - Dec 22),12-16-2024,Final,Utah Jazz,1610612762,107.0,LA Clippers,1610612746,144.0,LA Clippers,Intuit Dome,"Inglewood, CA",0022401226
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Utah Jazz,1610612762,126.0,Detroit Pistons,1610612765,119.0,Utah Jazz,Little Caesars Arena,"Detroit, MI",0022400360
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Oklahoma City Thunder,1610612760,105.0,Orlando Magic,1610612753,99.0,Oklahoma City Thunder,Kia Center,"Orlando, FL",0022400361
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Charlotte Hornets,1610612766,114.0,Washington Wizards,1610612764,123.0,Washington Wizards,Capital One Arena,"Washington, DC",0022400362
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Chicago Bulls,1610612741,117.0,Boston Celtics,1610612738,108.0,Chicago Bulls,TD Garden,"Boston, MA",0022400363
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Brooklyn Nets,1610612751,101.0,Toronto Raptors,1610612761,94.0,Brooklyn Nets,Scotiabank Arena,"Toronto, ON",0022400364
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,New Orleans Pelicans,1610612740,113.0,Houston Rockets,1610612745,133.0,Houston Rockets,Toyota Center,"Houston, TX",0022400365
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Golden State Warriors,1610612744,93.0,Memphis Grizzlies,1610612763,144.0,Memphis Grizzlies,FedExForum,"Memphis, TN",0022400366
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final/OT,Atlanta Hawks,1610612737,126.0,San Antonio Spurs,1610612759,133.0,San Antonio Spurs,Frost Bank Center,"San Antonio, TX",0022400370
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,LA Clippers,1610612746,118.0,Dallas Mavericks,1610612742,95.0,LA Clippers,American Airlines Center,"Dallas, TX",0022400368
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Indiana Pacers,1610612754,120.0,Phoenix Suns,1610612756,111.0,Indiana Pacers,Footprint Center,"Phoenix, AZ",0022400369
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,New York Knicks,1610612752,133.0,Minnesota Timberwolves,1610612750,107.0,New York Knicks,Target Center,"Minneapolis, MN",0022400367
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Denver Nuggets,1610612743,124.0,Portland Trail Blazers,1610612757,126.0,Portland Trail Blazers,Moda Center,"Portland, OR",0022400371
2024-25,Week 9 (Dec 16 - Dec 22),12-19-2024,Final,Los Angeles Lakers,1610612747,113.0,Sacramento Kings,1610612758,100.0,Los Angeles Lakers,Golden 1 Center,"Sacramento, CA",0022400372
2024-25,Week 9 (Dec 16 - Dec 22),12-20-2024,Final,Charlotte Hornets,1610612766,98.0,Philadelphia 76ers,1610612755,108.0,Philadelphia 76ers,Wells Fargo Center,"Philadelphia, PA",0022400373
2024-25,Week 9 (Dec 16 - Dec 22),12-20-2024,Final,Milwaukee Bucks,1610612749,101.0,Cleveland Cavaliers,1610612739,124.0,Cleveland Cavaliers,Rocket Mortgage FieldHouse,"Cleveland, OH",0022400374
2024-25,Week 9 (Dec 16 - Dec 22),12-20-2024,Final,Oklahoma City Thunder,1610612760,104.0,Miami Heat,1610612748,97.0,Oklahoma City Thunder,Kaseya Center,"Miami, FL",0022400375
2024-25,Week 9 (Dec 16 - Dec 22),12-21-2024,Final,Los Angeles Lakers,1610612747,103.0,Sacramento Kings,1610612758,99.0,Los Angeles Lakers,Golden 1 Center,"Sacramento, CA",0022400376
